"datetime","do.obs","do.sat","k.gas"
2013-07-04 01:15:00,9.66,120.6,0.4
2013-07-04 01:30:00,9.51,118.7,0.4
2013-07-04 01:45:00,9.62,120.1,0.4
2013-07-04 02:00:00,9.58,119.5,0.4
2013-07-04 02:15:00,9.59,119.6,0.4
2013-07-04 02:30:00,9.33,116.4,0.4
2013-07-04 02:45:00,9.39,117.1,0.4
2013-07-04 03:00:00,9.25,115.3,0.4
2013-07-04 03:15:00,9.09,113.3,0.4
2013-07-04 03:30:00,9.13,113.7,0.4
2013-07-04 03:45:00,8.86,110.3,0.4
2013-07-04 04:00:00,8.91,110.9,0.4
2013-07-04 04:15:00,8.95,111.4,0.4
2013-07-04 04:30:00,8.62,107.3,0.4
2013-07-04 04:45:00,8.61,107.1,0.4
2013-07-04 05:00:00,8.54,106.2,0.4
2013-07-04 05:15:00,8.45,105.1,0.4
2013-07-04 05:30:00,8.34,103.7,0.4
2013-07-04 05:45:00,8.41,104.5,0.4
2013-07-04 06:00:00,8.37,104,0.4
