Date & Time,Cumulative hour,Oxygen (mg/L),Oxygen (% saturation),Temperature (°C)
date_time,cum_h,O_mg.L,O_perc,temp
7/3/13 19:00,156.75,6.41,79.7,24.9
7/3/13 19:15,157,5.8,72,24.8
7/3/13 19:30,157.25,4.83,59.6,24.7
7/3/13 19:45,157.5,5.93,73.5,24.7
7/3/13 20:00,157.75,5.79,71.7,24.7
7/3/13 20:15,158,6.01,74.2,24.7
7/3/13 20:30,158.25,8.14,101.1,24.9
7/3/13 20:45,158.5,7.62,94.3,24.8
7/3/13 21:00,158.75,8.06,99.9,24.9
7/3/13 21:15,159,8.77,108.9,25
7/3/13 21:30,159.25,9.58,119.2,25.1
7/3/13 21:45,159.5,9.54,118.8,25.2
7/3/13 22:00,159.75,9.02,112.2,25.1
7/3/13 22:15,160,9.27,115.4,25.2
7/3/13 22:30,160.25,9.11,113.5,25.2
7/3/13 22:45,160.5,8.93,111.2,25.2
7/3/13 23:00,160.75,8.78,109.3,25.2
7/3/13 23:15,161,9.01,112.2,25.2
7/3/13 23:30,161.25,8.98,111.8,25.2
7/3/13 23:45,161.5,9.63,120.1,25.3
7/4/13 0:00,161.75,9.37,116.9,25.3
7/4/13 0:15,162,9.56,119.3,25.3
7/4/13 0:30,162.25,9.54,119.1,25.3
7/4/13 0:45,162.5,9.61,120,25.3
7/4/13 1:00,162.75,9.72,121.3,25.3
7/4/13 1:15,163,9.66,120.6,25.3
7/4/13 1:30,163.25,9.51,118.7,25.3
7/4/13 1:45,163.5,9.62,120.1,25.3
7/4/13 2:00,163.75,9.58,119.5,25.3
7/4/13 2:15,164,9.59,119.6,25.3
7/4/13 2:30,164.25,9.33,116.4,25.3
7/4/13 2:45,164.5,9.39,117.1,25.2
7/4/13 3:00,164.75,9.25,115.3,25.2
7/4/13 3:15,165,9.09,113.3,25.2
7/4/13 3:30,165.25,9.13,113.7,25.2
7/4/13 3:45,165.5,8.86,110.3,25.2
7/4/13 4:00,165.75,8.91,110.9,25.2
7/4/13 4:15,166,8.95,111.4,25.1
7/4/13 4:30,166.25,8.62,107.3,25.1
7/4/13 4:45,166.5,8.61,107.1,25.1
7/4/13 5:00,166.75,8.54,106.2,25.1
7/4/13 5:15,167,8.45,105.1,25.1
7/4/13 5:30,167.25,8.34,103.7,25.1
7/4/13 5:45,167.5,8.41,104.5,25.1
7/4/13 6:00,167.75,8.37,104,25.1
